DEPTH,DTCO,ECGR,HART,PEFZ,RHOZ,TNPH,Gelogical layer
M,us/ft,gAPI,ohm.m,B/E,g/cm3,m3/m3,
2361.59,92.199,57.879,1.287,4.269,2.457,0.212,1
2361.743,91.779,61.724,1.159,4.238,2.456,0.213,1
2361.895,93.1,61.337,1.096,4.163,2.45,0.203,1
2362.048,94.018,61.652,1.109,4.082,2.451,0.208,1
2362.2,94.362,62.518,1.178,4.08,2.456,0.212,1
2362.352,94.57,65.057,1.15,4.156,2.453,0.217,1
2362.505,93.389,59.251,1.078,4.235,2.448,0.197,1
2362.657,91.264,56.338,1.101,4.246,2.456,0.197,1
2362.81,89.354,53.432,1.319,4.221,2.468,0.193,1
2362.962,87.615,51.619,1.416,4.229,2.471,0.19,1
2363.114,85.694,49.977,1.472,4.276,2.464,0.186,1
2363.267,85.411,49.319,1.448,4.321,2.459,0.187,1
2363.419,84.579,50.16,1.505,4.365,2.456,0.189,1
2363.572,84.39,48.729,1.52,4.364,2.456,0.191,1
2363.724,86.051,49.451,1.454,4.361,2.453,0.192,1
2363.876,85.379,50.505,1.454,4.319,2.453,0.193,1
2364.029,84.701,49.469,1.47,4.299,2.452,0.196,1
2364.181,84.064,48.898,1.502,4.29,2.453,0.186,1
2364.334,83.586,48.564,1.589,4.294,2.455,0.178,1
2364.486,83.453,48.389,1.624,4.23,2.464,0.176,1
2364.638,83.177,50.705,1.58,4.19,2.463,0.173,1
2364.791,83.772,47.192,1.378,4.225,2.456,0.168,1
2364.943,84.026,46.335,1.406,4.324,2.451,0.163,1
2365.096,82.455,44.229,1.491,4.369,2.461,0.159,1
2365.248,81.779,44.353,1.56,4.318,2.474,0.161,1
2365.4,80.803,46.608,1.564,4.271,2.472,0.161,1
2365.553,80.03,47.291,1.539,4.245,2.469,0.159,1
2365.705,79.8,46.711,1.69,4.266,2.47,0.16,1
2365.858,80.265,45.37,1.77,4.294,2.481,0.171,1
2366.01,80.517,45.396,1.886,4.326,2.48,0.176,1
2366.162,80.596,47.103,1.785,4.35,2.471,0.175,1
2366.315,80.01,45.993,1.433,4.343,2.467,0.166,1
2366.467,81.186,45.023,1.479,4.307,2.483,0.152,1
2366.62,80.702,44.19,1.658,4.305,2.493,0.155,1
2366.772,81.457,44.15,1.916,4.348,2.49,0.16,1
2366.924,82.245,45.564,1.61,4.418,2.475,0.16,1
2367.077,83.539,46.456,1.637,4.438,2.47,0.166,1
2367.229,83.91,45.377,1.586,4.41,2.473,0.181,1
2367.382,82.813,46.023,1.563,4.377,2.472,0.188,1
2367.534,81.423,47.501,1.489,4.387,2.466,0.196,1
2367.686,80.236,50.129,1.373,4.451,2.462,0.194,1
2367.839,78.837,44.109,1.529,4.556,2.466,0.179,1
2367.991,77.903,40.576,1.748,4.636,2.475,0.149,1
2368.144,78.575,40.034,1.877,4.616,2.487,0.148,1
2368.296,78.121,41.009,1.804,4.547,2.492,0.146,1
2368.448,81.035,43.592,1.733,4.472,2.492,0.151,1
2368.601,82.345,46.989,1.71,4.476,2.479,0.157,1
2368.753,79.871,48.162,1.743,4.457,2.471,0.164,1
2368.906,77.36,41.956,1.439,4.425,2.467,0.149,1
2369.058,75.256,40.57,1.46,4.411,2.473,0.142,1
2369.21,75.659,39.509,1.596,4.461,2.482,0.137,1
2369.363,76.112,39.207,2.115,4.523,2.491,0.133,1
2369.515,77.337,40.349,2.026,4.562,2.493,0.142,1
2369.668,78.271,44.504,1.658,4.565,2.493,0.146,1
2369.82,79.564,45.484,1.589,4.607,2.492,0.146,1
2369.972,80.109,46.12,1.752,4.652,2.495,0.149,1
2370.125,77.739,45.187,1.749,4.686,2.494,0.149,1
2370.277,79.074,43.574,1.658,4.652,2.495,0.148,1
2370.43,78.698,42.441,1.605,4.628,2.494,0.147,1
2370.582,79.621,41.512,1.671,4.632,2.492,0.148,1
2370.734,80.49,42.247,1.845,4.647,2.487,0.154,1
2370.887,82.524,42.968,1.882,4.641,2.477,0.161,1
2371.039,82.39,43.676,1.844,4.593,2.469,0.165,1
2371.192,83.076,46.462,1.552,4.521,2.468,0.173,1
2371.344,84.479,45.07,1.539,4.433,2.476,0.179,1
2371.496,83.938,47.846,1.495,4.368,2.488,0.168,1
2371.649,84.009,48.657,1.536,4.353,2.491,0.168,1
2371.801,84.885,49.039,1.529,4.308,2.494,0.165,1
2371.954,83.685,49.664,1.622,4.299,2.488,0.168,1
2372.106,85.243,50.38,1.662,4.308,2.48,0.176,1
2372.258,85.885,51.79,1.643,4.364,2.471,0.173,1
2372.411,84.655,53.892,1.406,4.396,2.467,0.169,1
2372.563,84.25,51.491,1.44,4.387,2.47,0.17,1
2372.716,84.775,49.771,1.432,4.364,2.472,0.172,1
2372.868,83.907,47.35,1.519,4.351,2.47,0.171,1
2373.02,82.525,45.479,1.467,4.379,2.467,0.174,1
2373.173,83.738,45.862,1.583,4.411,2.471,0.166,1
2373.325,84.229,47.685,1.555,4.422,2.477,0.165,1
2373.478,84.585,49.527,1.507,4.429,2.473,0.166,1
2373.63,84.371,51.347,1.48,4.444,2.463,0.166,1
2373.782,86.344,51.025,1.521,4.458,2.456,0.167,1
2373.935,85.85,51.163,1.603,4.47,2.458,0.168,1
2374.087,85.18,50.444,1.706,4.493,2.463,0.167,1
2374.24,85.091,50.023,1.644,4.491,2.472,0.181,1
2374.392,85.366,51.465,1.503,4.429,2.484,0.184,1
2374.544,85.201,50.244,1.464,4.366,2.491,0.172,1
2374.697,84.592,48.201,1.491,4.338,2.489,0.167,1
2374.849,83.872,47.122,1.394,4.353,2.477,0.172,1
2375.002,83.717,43.506,1.477,4.353,2.47,0.172,1
2375.154,82.036,43.716,1.743,4.358,2.472,0.176,1
2375.306,82.072,44.829,1.686,4.341,2.483,0.179,1
2375.459,82.029,46.785,1.613,4.333,2.488,0.182,1
2375.611,82.046,48.667,1.599,4.343,2.487,0.177,1
2375.764,85.104,49.52,1.55,4.334,2.487,0.173,1
2375.916,86.315,50.04,1.39,4.315,2.482,0.182,1
2376.068,87.505,50.214,1.452,4.284,2.48,0.182,1
2376.221,88.381,52.105,1.442,4.34,2.468,0.179,1
2376.373,88.178,53.445,1.405,4.383,2.462,0.182,1
2376.526,87.547,54.256,1.333,4.395,2.452,0.186,1
2376.678,86.771,50.271,1.384,4.359,2.447,0.189,1
2376.83,86.022,49.177,1.554,4.351,2.45,0.181,1
2376.983,85.626,47.552,1.571,4.364,2.458,0.184,1
2377.135,85.152,46.321,1.471,4.377,2.461,0.183,1
2377.288,84.899,48.644,1.444,4.366,2.457,0.182,1
2377.44,85.808,48.836,1.518,4.368,2.453,0.183,1
2377.592,85.169,49.221,1.564,4.374,2.455,0.191,1
2377.745,85.498,48.866,1.417,4.377,2.453,0.182,1
2377.897,86.277,48.454,1.456,4.346,2.449,0.185,1
2378.05,85.398,46.758,1.533,4.306,2.444,0.181,1
2378.202,84.82,44.92,1.571,4.277,2.443,0.179,1
2378.354,84.601,48.596,1.525,4.234,2.438,0.183,1
2378.507,84.092,50.378,1.427,4.189,2.432,0.189,1
2378.659,85.554,51.696,1.508,4.177,2.428,0.192,1
2378.812,85.737,53.252,1.508,4.236,2.426,0.196,1
2378.964,86.065,50.762,1.511,4.29,2.423,0.198,1
2379.116,85.633,47.72,1.505,4.308,2.418,0.208,1
2379.269,85.329,46.714,1.535,4.271,2.42,0.202,1
2379.421,85.543,46.003,1.498,4.25,2.424,0.2,1
2379.574,86.007,45.72,1.467,4.249,2.427,0.195,1
2379.726,85.502,44.723,1.455,4.214,2.434,0.194,1
2379.878,85.494,46.413,1.442,4.18,2.439,0.201,1
2380.031,84.812,45.71,1.401,4.175,2.441,0.203,1
2380.183,85.566,46.852,1.375,4.238,2.435,0.19,1
2380.336,83.984,47.453,1.417,4.259,2.438,0.194,1
2380.488,84.859,47.257,1.432,4.221,2.441,0.203,1
2380.64,85.096,47.585,1.446,4.152,2.445,0.21,1
2380.793,85.023,48.505,1.516,4.171,2.442,0.201,1
2380.945,84.761,49.419,1.522,4.227,2.444,0.194,1
2381.098,85.941,50.544,1.379,4.274,2.442,0.195,1
2381.25,86.103,51.762,1.362,4.284,2.44,0.193,1
2381.402,85.757,53.15,1.383,4.299,2.439,0.194,1
2381.555,86.017,50.41,1.463,4.336,2.439,0.192,1
2381.707,86.792,46.245,1.463,4.353,2.437,0.196,1
2381.86,85.793,45.578,1.466,4.352,2.434,0.194,1
2382.012,86.315,48.99,1.469,4.313,2.435,0.187,1
2382.164,86.254,51.639,1.409,4.262,2.438,0.196,1
2382.317,86.932,51.649,1.4,4.198,2.444,0.199,1
2382.469,87.273,52.064,1.415,4.19,2.448,0.201,1
2382.622,87.901,52.271,1.374,4.214,2.449,0.198,1
2382.774,86.671,51.029,1.304,4.251,2.443,0.195,1
2382.926,87.986,49.084,1.398,4.263,2.438,0.193,1
2383.079,86.295,47.26,1.421,4.23,2.442,0.193,1
2383.231,86.469,46.851,1.407,4.174,2.449,0.192,1
2383.384,85.72,43.621,1.352,4.158,2.446,0.19,1
2383.536,84.902,43.72,1.386,4.234,2.438,0.187,1
2383.688,84.561,44.75,1.483,4.345,2.432,0.178,1
2383.841,85.813,47.605,1.473,4.387,2.437,0.177,1
2383.993,86.175,50.518,1.483,4.347,2.441,0.184,1
2384.146,86.83,52.966,1.44,4.297,2.444,0.196,1
2384.298,86.344,54.896,1.426,4.319,2.441,0.208,1
2384.45,86.907,54.822,1.407,4.376,2.433,0.214,1
2384.603,86.779,51.768,1.375,4.408,2.424,0.217,1
2384.755,86.611,49.169,1.41,4.398,2.42,0.206,1
2384.908,86.429,44.886,1.423,4.373,2.425,0.197,1
2385.06,86.028,45.517,1.429,4.363,2.433,0.195,1
2385.212,85.661,47.542,1.377,4.339,2.432,0.208,1
2385.365,86.664,49.076,1.337,4.288,2.424,0.21,1
2385.517,86.12,49.201,1.34,4.236,2.419,0.207,1
2385.67,85.761,49.564,1.423,4.231,2.425,0.206,1
2385.822,84.883,49.86,1.449,4.283,2.434,0.205,1
2385.974,84.556,47.653,1.456,4.325,2.439,0.2,1
2386.127,84.498,46.175,1.437,4.326,2.438,0.197,1
2386.279,85.224,44.587,1.484,4.308,2.435,0.198,1
2386.432,84.422,44.01,1.462,4.292,2.434,0.202,1
2386.584,84.308,47.246,1.488,4.28,2.436,0.209,1
2386.736,84.007,50.172,1.475,4.252,2.44,0.212,1
2386.889,85.303,51.491,1.47,4.249,2.444,0.205,1
2387.041,85.436,51.649,1.508,4.29,2.449,0.197,1
2387.194,86.243,52.689,1.434,4.296,2.458,0.194,1
2387.346,86.712,53.298,1.426,4.284,2.458,0.192,1
2387.498,87.506,52.894,1.359,4.246,2.451,0.191,1
2387.651,87.926,52.727,1.378,4.263,2.444,0.194,1
2387.803,87.853,52.024,1.446,4.324,2.441,0.193,1
2387.956,86.87,52.587,1.483,4.353,2.446,0.193,1
2388.108,87.089,51.666,1.453,4.361,2.441,0.194,1
2388.26,86.639,50.762,1.403,4.348,2.433,0.201,1
2388.413,87.015,49.764,1.401,4.322,2.436,0.204,1
2388.565,87.862,49.974,1.479,4.326,2.446,0.195,1
2388.718,88.347,51.12,1.463,4.333,2.458,0.193,1
2388.87,88.686,54.007,1.418,4.343,2.456,0.19,1
2389.022,88.653,57.13,1.295,4.283,2.451,0.19,1
2389.175,90.41,55.372,1.22,4.21,2.451,0.183,1
2389.327,88.784,53.113,1.267,4.211,2.446,0.194,1
2389.48,88.145,53.281,1.347,4.248,2.447,0.202,1
2389.632,87.781,52.905,1.408,4.287,2.45,0.206,1
2389.784,87.539,51.728,1.435,4.279,2.461,0.213,1
2389.937,87.321,51.551,1.449,4.286,2.46,0.215,1
2390.089,87.699,51.443,1.398,4.31,2.453,0.2,1
2390.242,87.44,52.574,1.43,4.34,2.451,0.198,1
2390.394,88.805,53.651,1.348,4.378,2.454,0.2,1
2390.546,89.077,53.729,1.286,4.388,2.458,0.204,1
2390.699,89.909,52.712,1.171,4.381,2.45,0.211,1
2390.851,89.95,52.791,1.184,4.353,2.448,0.206,1
2391.004,90.077,51.721,1.248,4.374,2.448,0.202,1
2391.156,89.686,48.474,1.273,4.415,2.452,0.208,1
2391.308,88.887,49.411,1.297,4.408,2.451,0.206,1
2391.461,88.429,53.132,1.315,4.328,2.449,0.202,1
2391.613,88.326,56.698,1.383,4.252,2.451,0.194,1
2391.766,87.063,57.347,1.397,4.205,2.46,0.19,1
2391.918,88.148,57.167,1.389,4.212,2.466,0.187,1
2392.07,88.263,50.784,1.387,4.263,2.46,0.185,1
2392.223,87.816,50.299,1.371,4.37,2.447,0.183,1
2392.375,87.985,49.781,1.379,4.455,2.436,0.185,1
2392.528,86.953,49.12,1.38,4.495,2.433,0.187,1
2392.68,86.146,48.074,1.475,4.502,2.437,0.187,1
2392.832,86.023,49.446,1.508,4.49,2.444,0.194,1
2392.985,85.757,50.241,1.487,4.449,2.448,0.194,1
2393.137,86.049,50.487,1.376,4.378,2.45,0.191,1
2393.29,86.253,49.868,1.405,4.36,2.451,0.189,1
2393.442,86.709,49.83,1.429,4.377,2.453,0.191,1
2393.594,87.061,50.624,1.373,4.412,2.449,0.196,1
2393.747,87.194,51.874,1.385,4.412,2.444,0.197,1
2393.899,87.592,52.26,1.477,4.393,2.444,0.185,1
2394.052,86.337,50.872,1.496,4.346,2.453,0.185,1
2394.204,85.662,49.435,1.423,4.298,2.457,0.183,1
2394.356,85.629,48.081,1.438,4.281,2.461,0.184,1
2394.509,85.657,49.063,1.503,4.339,2.458,0.176,1
2394.661,86.019,49.739,1.443,4.419,2.458,0.19,1
2394.814,86.504,50.447,1.395,4.483,2.453,0.189,1
2394.966,86.999,51.57,1.282,4.487,2.447,0.19,1
2395.118,87.654,55.681,1.271,4.429,2.445,0.193,1
2395.271,88.389,56.009,1.274,4.371,2.446,0.199,1
2395.423,87.627,56.135,1.34,4.356,2.446,0.2,1
2395.576,87.518,54.693,1.423,4.393,2.444,0.19,1
2395.728,86.419,55.278,1.446,4.425,2.438,0.192,1
2395.88,86.123,54.601,1.356,4.396,2.435,0.189,1
2396.033,86.147,52.667,1.377,4.374,2.434,0.187,1
2396.185,86.614,51.674,1.444,4.342,2.443,0.186,1
2396.338,87.067,51.392,1.397,4.351,2.448,0.193,1
2396.49,87.255,53.221,1.407,4.302,2.457,0.192,1
2396.642,87.988,53.217,1.302,4.28,2.461,0.193,1
2396.795,88.547,55.331,1.307,4.311,2.46,0.201,1
2396.947,88.04,51.134,1.311,4.393,2.447,0.201,1
2397.1,87.749,50.204,1.308,4.435,2.436,0.199,1
2397.252,87.313,50.48,1.348,4.407,2.435,0.192,1
2397.404,87.063,51.265,1.377,4.367,2.442,0.194,1
2397.557,87.557,52.06,1.4,4.322,2.449,0.195,1
2397.709,87.494,54.353,1.459,4.279,2.454,0.195,1
2397.862,88.042,57.465,1.498,4.243,2.459,0.199,1
2398.014,88.257,59.127,1.472,4.252,2.459,0.196,1
2398.166,88.52,57.921,1.456,4.27,2.456,0.2,1
2398.319,88.335,57.227,1.395,4.262,2.452,0.209,1
2398.471,88.642,56.586,1.348,4.204,2.454,0.218,1
2398.624,89.063,57.641,1.272,4.166,2.454,0.211,1
2398.776,89.036,56.741,1.251,4.149,2.455,0.2,1
2398.928,88.368,55.797,1.276,4.173,2.458,0.201,1
2399.081,88.509,53.84,1.365,4.235,2.46,0.201,1
2399.233,88.143,56.241,1.461,4.318,2.459,0.2,1
2399.386,88.413,57.981,1.496,4.394,2.454,0.198,1
2399.538,89.617,59.471,1.393,4.406,2.457,0.198,1
2399.69,90.145,61.181,1.184,4.387,2.46,0.212,2
2399.843,93.524,63.309,1.101,4.355,2.461,0.23,2
2399.995,93.766,63.776,1.124,4.35,2.456,0.232,2
2400.148,93.685,63.828,1.095,4.321,2.46,0.23,2
2400.3,93.244,63.741,1.107,4.275,2.465,0.226,2
2400.452,93.512,62.303,1.202,4.232,2.471,0.205,2
2400.605,93.185,62.382,1.271,4.202,2.473,0.202,2
2400.757,92.84,62.944,1.238,4.221,2.469,0.211,2
2400.91,92.206,61.474,1.196,4.239,2.465,0.212,2
2401.062,92.375,59.784,1.173,4.264,2.463,0.21,2
2401.214,92.41,57.826,1.181,4.297,2.463,0.206,2
2401.367,92.222,57.611,1.179,4.338,2.462,0.202,2
2401.519,90.816,59.521,1.171,4.405,2.454,0.197,2
2401.672,91.221,61.293,1.243,4.429,2.453,0.198,2
2401.824,90.438,64.46,1.334,4.43,2.454,0.203,2
2401.976,88.684,64.834,1.447,4.426,2.458,0.206,2
2402.129,90.027,64.573,1.472,4.444,2.461,0.201,2
2402.281,88.652,63.872,1.445,4.468,2.461,0.204,2
2402.434,87.783,64.198,1.459,4.485,2.459,0.202,2
2402.586,87.784,63.852,1.423,4.481,2.459,0.203,2
2402.738,88.688,63.897,1.375,4.449,2.459,0.203,2
2402.891,89.441,63.938,1.258,4.388,2.46,0.213,2
2403.043,89.907,62.621,1.245,4.314,2.462,0.214,2
2403.196,89.705,61.935,1.261,4.298,2.457,0.213,2
2403.348,90.803,60.472,1.28,4.287,2.456,0.211,2
2403.5,90.636,58.744,1.266,4.286,2.455,0.208,2
2403.653,91.39,55.974,1.253,4.26,2.465,0.2,2
2403.805,90.112,56.445,1.276,4.278,2.477,0.2,2
2403.958,91.457,61.888,1.286,4.341,2.487,0.197,2
2404.11,89.852,62.701,1.253,4.408,2.492,0.191,2
2404.262,92.047,59.885,1.224,4.419,2.493,0.195,2
2404.415,91.773,59.641,1.22,4.384,2.49,0.198,2
2404.567,91.98,59.54,1.243,4.367,2.481,0.196,2
2404.72,91.196,61.158,1.259,4.403,2.471,0.191,2
2404.872,90.708,63.576,1.296,4.475,2.466,0.192,2
2405.024,90.703,59.538,1.322,4.472,2.472,0.192,2
2405.177,90.968,59.029,1.296,4.418,2.486,0.206,2
2405.329,91.277,61.578,1.266,4.363,2.495,0.199,2
2405.482,92.184,61.777,1.235,4.378,2.492,0.2,2
2405.634,92.399,63.615,1.236,4.437,2.478,0.2,2
2405.786,92.874,64.217,1.193,4.475,2.469,0.2,2
2405.939,93.633,66.631,1.167,4.461,2.466,0.204,2
2406.091,94.418,68.361,1.139,4.434,2.464,0.212,2
2406.244,94.869,68.989,1.102,4.396,2.462,0.213,2
2406.396,94.481,71.951,1.061,4.382,2.459,0.214,2
2406.548,94.773,72.421,1.044,4.393,2.454,0.222,2
2406.701,94.755,72.467,1.056,4.404,2.455,0.227,2
2406.853,95.021,67.258,1.082,4.437,2.457,0.218,2
2407.006,95.23,69.217,1.099,4.458,2.462,0.208,2
2407.158,95.452,70.871,1.088,4.508,2.458,0.22,2
2407.31,96.18,71.271,1.059,4.518,2.455,0.237,2
2407.463,96.727,69.758,1.032,4.458,2.459,0.243,2
2407.615,97.093,67.037,1.046,4.346,2.471,0.235,2
2407.768,96.488,62.958,1.076,4.284,2.475,0.221,2
2407.92,95.996,60.323,1.102,4.322,2.471,0.207,2
2408.072,95.664,57.538,1.108,4.442,2.458,0.199,2
2408.225,95.42,56.872,1.146,4.536,2.456,0.202,2
2408.377,93.809,57.573,1.157,4.59,2.469,0.213,2
2408.53,93.633,64.597,1.174,4.606,2.486,0.221,2
2408.682,93.712,66.349,1.172,4.604,2.492,0.22,2
2408.834,94.112,66.939,1.118,4.592,2.48,0.218,2
2408.987,95.076,67.165,1.058,4.574,2.462,0.219,2
2409.139,95.16,67.286,1.077,4.548,2.45,0.223,2
2409.292,95.703,63.583,1.116,4.504,2.45,0.225,2
2409.444,95.563,65.042,1.119,4.472,2.453,0.223,2
2409.596,95.675,66.245,1.082,4.465,2.454,0.229,2
2409.749,95.536,66.985,1.026,4.486,2.45,0.232,2
2409.901,95.852,67.746,1.028,4.474,2.452,0.238,2
2410.054,96.287,70.076,1.033,4.438,2.459,0.24,2
2410.206,95.799,68.015,1.064,4.399,2.467,0.237,2
2410.358,95.445,66.279,1.113,4.395,2.471,0.24,2
2410.511,95.544,65.213,1.12,4.424,2.472,0.233,2
2410.663,95.572,66.854,1.069,4.457,2.467,0.231,2
2410.816,95.398,68.87,1.047,4.427,2.461,0.232,2
2410.968,95.375,70.003,1.053,4.383,2.454,0.23,2
2411.12,95.443,69.011,1.134,4.347,2.454,0.215,2
2411.273,95.635,68.553,1.175,4.325,2.461,0.223,2
2411.425,95.055,70.236,1.156,4.331,2.465,0.222,2
2411.578,94.68,71.561,1.119,4.339,2.463,0.222,2
2411.73,95.949,71.898,1.099,4.399,2.453,0.221,2
2411.882,96.421,69.922,1.079,4.465,2.447,0.226,2
2412.035,96.952,70.86,1.085,4.518,2.445,0.234,2
2412.187,97.068,71.683,1.078,4.551,2.444,0.229,2
2412.34,97.234,69.835,1.059,4.532,2.446,0.235,2
2412.492,97.5,69.941,1.059,4.51,2.446,0.236,2
2412.644,97.772,70.287,1.054,4.494,2.447,0.226,2
2412.797,97.682,70.663,1.028,4.5,2.447,0.221,2
2412.949,97.775,71.038,0.993,4.484,2.451,0.223,2
2413.102,98.359,71.143,0.973,4.467,2.452,0.229,2
2413.254,98.402,70.911,0.969,4.451,2.453,0.228,2
2413.406,97.936,69.017,0.993,4.481,2.452,0.225,2
2413.559,97.625,68.906,1.033,4.513,2.452,0.222,2
2413.711,97.366,69.873,1.024,4.528,2.453,0.225,2
2413.864,97.792,70.364,1.018,4.496,2.458,0.226,2
2414.016,98.04,68.739,1.03,4.446,2.464,0.216,2
2414.168,97.983,68.661,1.021,4.413,2.47,0.216,2
2414.321,98.167,68.259,0.964,4.393,2.474,0.217,2
2414.473,98.38,68.524,0.972,4.406,2.474,0.218,2
2414.626,99.087,65.874,1.013,4.418,2.474,0.221,2
2414.778,99.277,69.578,1.028,4.417,2.477,0.223,2
2414.93,99.373,69.378,0.987,4.385,2.48,0.231,2
2415.083,99.165,70.386,0.992,4.362,2.482,0.237,2
2415.235,99.446,70.134,1.043,4.398,2.481,0.223,2
2415.388,99.497,69.822,1.04,4.46,2.485,0.221,2
2415.54,99.382,73.165,1.014,4.488,2.49,0.227,2
2415.692,98.989,76.923,0.963,4.47,2.487,0.232,2
2415.845,99.217,76.322,0.992,4.402,2.481,0.23,2
2415.997,98.948,74.177,1.062,4.331,2.474,0.238,2
2416.15,97.978,71.882,1.097,4.275,2.474,0.241,2
2416.302,97.555,68.607,1.056,4.26,2.472,0.242,2
2416.454,97.226,67.548,1.028,4.287,2.469,0.224,2
2416.607,97.625,68.164,1.022,4.322,2.469,0.225,2
2416.759,99.136,68.513,0.995,4.391,2.463,0.231,2
2416.912,99.692,69.129,0.943,4.403,2.463,0.238,2
2417.064,100.104,70.97,0.915,4.394,2.457,0.243,2
2417.216,100.47,71.266,0.91,4.326,2.458,0.235,2
2417.369,100.942,70.748,0.961,4.286,2.452,0.218,2
2417.521,98.424,67.69,0.997,4.265,2.451,0.219,2
2417.674,97.9,64.933,1.009,4.321,2.451,0.224,2
2417.826,97.059,60.808,1.003,4.407,2.455,0.222,2
2417.978,96.964,59.92,1.029,4.465,2.464,0.214,2
2418.131,96.741,59.331,1.078,4.474,2.471,0.205,2
2418.283,96.178,59.021,1.063,4.425,2.482,0.202,2
2418.436,95.816,59.121,1.059,4.405,2.487,0.203,2
2418.588,95.787,59.578,1.071,4.397,2.492,0.206,2
2418.74,96.121,60.47,1.133,4.433,2.487,0.211,2
2418.893,95.892,61.81,1.1,4.45,2.483,0.214,2
2419.045,95.228,63.629,1.077,4.447,2.48,0.219,2
2419.198,94.965,65.385,1.056,4.423,2.484,0.217,2
2419.35,95.208,64.133,1.058,4.441,2.486,0.208,2
2419.502,95.82,63.064,1.145,4.497,2.482,0.206,2
2419.655,96.395,63.064,1.124,4.553,2.477,0.211,2
2419.807,94.872,62.073,1.06,4.588,2.471,0.229,2
2419.96,94.955,61.291,0.999,4.625,2.471,0.232,2
2420.112,95.826,58.775,1.039,4.688,2.477,0.216,2
2420.264,94.266,59.194,1.101,4.721,2.492,0.208,2
2420.417,94.452,59.646,1.168,4.712,2.503,0.203,2
2420.569,94.163,60.078,1.157,4.689,2.501,0.204,2
2420.722,94.467,65.228,1.019,4.678,2.493,0.223,2
2420.874,95.078,65.251,0.998,4.672,2.489,0.222,2
2421.026,95.243,64.668,1.024,4.658,2.491,0.224,2
2421.179,95.343,64.343,1.092,4.647,2.49,0.224,2
2421.331,94.093,64.555,1.094,4.629,2.483,0.227,2
2421.484,94.687,65.963,1.071,4.602,2.477,0.228,2
2421.636,96.192,65.352,1.064,4.589,2.476,0.224,2
2421.788,96.09,64.651,1.044,4.595,2.48,0.234,2
2421.941,96.747,63.625,1.038,4.622,2.483,0.234,2
2422.093,96.503,60.602,1.034,4.635,2.487,0.231,2
2422.246,96.28,59.412,1.063,4.64,2.492,0.231,2
2422.398,95.8,69.466,1.066,4.657,2.493,0.222,2
2422.55,95.881,71.176,1.073,4.701,2.49,0.196,2
2422.703,94.765,72.474,1.112,4.747,2.486,0.19,2
2422.855,95.746,70.9,1.131,4.733,2.494,0.189,2
2423.008,95.318,68.027,1.093,4.696,2.501,0.192,2
2423.16,95.937,67.898,1.089,4.681,2.503,0.208,2
2423.312,95.877,65.353,1.074,4.712,2.495,0.215,2
2423.465,96.449,63.302,1.048,4.698,2.494,0.219,2
2423.617,94.786,60.17,1.052,4.642,2.496,0.22,2
2423.77,95.313,62.87,1.085,4.607,2.494,0.218,2
2423.922,94.834,64.761,1.058,4.603,2.488,0.22,2
2424.074,94.906,63.957,1.04,4.632,2.479,0.22,2
2424.227,94.335,60.588,1.068,4.649,2.473,0.21,2
2424.379,94.008,58.464,1.176,4.653,2.472,0.208,2
2424.532,92.104,56.9,1.21,4.648,2.478,0.207,2
2424.684,91.696,56.296,1.245,4.653,2.484,0.202,2
2424.836,91.646,56.934,1.235,4.693,2.485,0.195,2
2424.989,91.561,57.02,1.221,4.735,2.486,0.194,2
2425.141,91.961,58.145,1.219,4.746,2.493,0.187,2
2425.294,91.736,58.134,1.178,4.754,2.505,0.186,2
2425.446,91.637,55.816,1.19,4.756,2.521,0.192,2
2425.598,90.669,52.774,1.234,4.741,2.538,0.186,2
2425.751,91.503,54.49,1.323,4.709,2.552,0.189,2
2425.903,91.556,55.992,1.35,4.69,2.548,0.189,2
2426.056,91.483,56.746,1.263,4.677,2.537,0.197,2
2426.208,92.175,57.552,1.19,4.654,2.526,0.196,2
2426.36,91.741,56.299,1.186,4.61,2.525,0.194,2
2426.513,92.009,52.921,1.212,4.589,2.526,0.191,2
2426.665,91.673,50.444,1.229,4.609,2.524,0.182,2
2426.818,91.29,49.324,1.298,4.654,2.52,0.179,2
2426.97,91.332,56.081,1.288,4.732,2.514,0.191,2
2427.122,90.635,59.031,1.232,4.777,2.515,0.198,2
2427.275,90.256,60.59,1.219,4.788,2.517,0.196,2
2427.427,90.36,57.927,1.295,4.753,2.525,0.185,2
2427.58,89.424,55.126,1.301,4.722,2.526,0.185,2
2427.732,88.755,50.051,1.28,4.737,2.519,0.183,2
2427.884,88.032,48.782,1.291,4.742,2.513,0.175,2
2428.037,87.405,49.056,1.411,4.762,2.511,0.175,2
2428.189,87.64,49.826,1.473,4.755,2.521,0.165,2
2428.342,86.997,52.775,1.515,4.754,2.53,0.164,2
2428.494,87.025,55.956,1.47,4.729,2.537,0.165,2
2428.646,88.872,56.335,1.357,4.728,2.532,0.18,2
2428.799,89.957,56.299,1.3,4.714,2.527,0.187,2
2428.951,90.533,56.509,1.305,4.705,2.523,0.189,2
2429.104,91.598,57.701,1.341,4.696,2.524,0.188,2
2429.256,91.779,58.615,1.303,4.709,2.525,0.19,2
2429.408,91.745,57.313,1.213,4.744,2.524,0.191,2
2429.561,92.286,56.837,1.172,4.731,2.527,0.196,2
2429.713,91.385,58.346,1.166,4.705,2.524,0.194,2
2429.866,90.563,59.034,1.167,4.683,2.518,0.191,2
